	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)
VARIABLES	Q_Verbal_Similarities	Q_Verbal_Similarities	Q_Verbal_Similarities	Q_Number_Skills	Q_Number_Skills	Q_Number_Skills	Q_Word_Reading	Q_Word_Reading	Q_Word_Reading	Q_Pattern_Construction	Q_Pattern_Construction	Q_Pattern_Construction	Q_Help_Reading_Freq	Q_Help_Reading_Freq	Q_Help_Reading_Freq	Q_Help_Writing_Freq	Q_Help_Writing_Freq	Q_Help_Writing_Freq	Q_Proactive_School_Selection	Q_Proactive_School_Selection	Q_Proactive_School_Selection	Q_Verbal_Similarities	Q_Verbal_Similarities	Q_Verbal_Similarities	Q_Number_Skills	Q_Number_Skills	Q_Number_Skills	Q_Word_Reading	Q_Word_Reading	Q_Word_Reading	Q_Pattern_Construction	Q_Pattern_Construction	Q_Pattern_Construction	Q_Help_Reading_Freq	Q_Help_Reading_Freq	Q_Help_Reading_Freq	Q_Help_Writing_Freq	Q_Help_Writing_Freq	Q_Help_Writing_Freq	Q_Proactive_School_Selection	Q_Proactive_School_Selection	Q_Proactive_School_Selection	Q_Verbal_Similarities	Q_Verbal_Similarities	Q_Verbal_Similarities	Q_Number_Skills	Q_Number_Skills	Q_Number_Skills	Q_Word_Reading	Q_Word_Reading	Q_Word_Reading	Q_Pattern_Construction	Q_Pattern_Construction	Q_Pattern_Construction	Q_Help_Reading_Freq	Q_Help_Reading_Freq	Q_Help_Reading_Freq	Q_Help_Writing_Freq	Q_Help_Writing_Freq	Q_Help_Writing_Freq	Q_Proactive_School_Selection	Q_Proactive_School_Selection	Q_Proactive_School_Selection
																																																															
_eth8	-22.92***	-24.43***	-25.53***	-5.193***	-5.383***	-5.326***	-7.444	-10.67	-18.22	-32.12**	-34.68**	-39.84**	-2.406***	-2.048***	-1.529	-1.278*	-0.987	-0.539	0.176	0.195	0.330*	1.602	-1.271	-1.734	0.465	0.0602	-0.0577	10.56	7.582	8.054	-26.66	-29.34*	-31.27*	-0.889	-0.809	-0.593	0.0389	0.109	0.215	-0.106	-0.137	-0.156*	4.026	-1.521	-4.759	4.141**	3.044	0.973	-5.929	-1.782	-23.19	31.75***	-2.077	-13.01	-2.552**	-9.565***	-9.319***	-1.210	-4.570*	-5.033**	0.183	-0.496	-0.651
	(2.663)	(2.704)	(3.868)	(1.904)	(1.917)	(1.925)	(15.46)	(14.74)	(14.56)	(15.56)	(15.94)	(16.77)	(0.754)	(0.776)	(0.932)	(0.702)	(0.684)	(0.847)	(0.141)	(0.141)	(0.179)	(8.005)	(7.814)	(7.632)	(2.385)	(2.338)	(2.242)	(14.03)	(13.82)	(14.73)	(17.69)	(16.59)	(15.97)	(1.547)	(1.530)	(1.455)	(1.326)	(1.237)	(1.150)	(0.0826)	(0.0884)	(0.0900)	(5.505)	(13.95)	(7.398)	(2.075)	(2.313)	(2.616)	(18.73)	(22.52)	(21.88)	(9.932)	(21.34)	(22.48)	(1.262)	(2.688)	(2.730)	(1.419)	(2.452)	(2.391)	(0.180)	(0.463)	(0.452)
_eth9	-15.12***	-16.72***	-16.13***	-6.170***	-6.407***	-5.498***	16.90	13.38	18.02	-28.48***	-30.87***	-27.64***	-3.602***	-3.204***	-2.666***	-2.182***	-1.823***	-1.353**	0.0582	0.0895	0.205*	4.018	1.751	2.054	2.104	1.810	2.018	34.90***	33.34***	35.19**	-12.30	-14.67	-13.95	-0.636	-0.581	-0.328	-0.254	-0.118	-0.205	-0.00331	-0.0179	-0.00639	7.493**	2.150	4.360	4.319**	3.275	2.193	12.41	17.53	10.10	22.43***	-9.510	-14.63	-2.517***	-9.237***	-9.139***	-2.139**	-5.274**	-5.899***	0.194	-0.480	-0.597
	(2.994)	(3.001)	(4.161)	(1.008)	(1.008)	(0.840)	(12.03)	(11.54)	(11.89)	(8.295)	(8.664)	(9.951)	(0.492)	(0.513)	(0.643)	(0.550)	(0.544)	(0.683)	(0.0682)	(0.0691)	(0.119)	(7.921)	(7.696)	(7.672)	(2.273)	(2.211)	(2.015)	(12.59)	(11.67)	(13.76)	(14.42)	(12.72)	(12.00)	(1.446)	(1.425)	(1.348)	(1.229)	(1.148)	(1.075)	(0.0508)	(0.0648)	(0.0661)	(3.093)	(12.56)	(6.019)	(1.822)	(2.056)	(2.512)	(14.25)	(18.56)	(19.34)	(7.576)	(19.91)	(21.34)	(0.887)	(2.472)	(2.499)	(0.902)	(2.187)	(2.188)	(0.141)	(0.424)	(0.420)
_eth11	-17.10***	-18.03***	-20.82***	-1.512	-1.615	-1.522	4.740	3.650	-6.615	-5.404	-6.642	-13.85	-3.926***	-3.731***	-2.879***	-3.281***	-3.084***	-2.517***	0.138	0.155	0.301*	-9.748	-10.63	-13.07*										-2.459*	-2.283	-2.047	-2.186*	-1.992*	-1.720	0.0550	0.0246	0.00897																					
	(3.147)	(3.215)	(4.385)	(1.102)	(1.101)	(1.257)	(22.24)	(21.19)	(21.27)	(11.26)	(11.37)	(12.77)	(0.763)	(0.841)	(1.101)	(0.590)	(0.604)	(0.850)	(0.116)	(0.116)	(0.174)	(7.870)	(7.745)	(7.449)										(1.483)	(1.472)	(1.357)	(1.242)	(1.177)	(1.057)	(0.0719)	(0.0826)	(0.0731)																					
_eth12	-23.43***	-24.32***	-26.22***	-3.981***	-4.079***	-4.067***	3.523	3.135	-5.869	-13.70	-14.61	-19.64*	-3.277***	-3.083***	-2.591**	-1.416*	-1.200	-0.733	0.215	0.234*	0.359**	-2.799	-3.807	-3.206	3.182	2.979	3.163	26.25*	26.45**	27.77**	2.697	1.562	0.903	0.177	0.236	0.558	-0.113	-0.0467	-0.00662	0.0665	0.0449	0.0504	10.76	5.794	7.423	8.090***	7.423***	7.144***	62.56***	72.37***	69.10***	37.25***	8.380	4.110	-0.770	-7.564***	-7.795***	-2.075***	-5.276**	-6.061***	0.0234	-0.650	-0.831*
	(3.930)	(4.070)	(4.910)	(0.866)	(0.867)	(1.016)	(15.62)	(14.89)	(15.59)	(8.662)	(8.948)	(10.90)	(0.913)	(0.955)	(1.094)	(0.854)	(0.889)	(1.008)	(0.133)	(0.136)	(0.178)	(7.932)	(7.638)	(7.321)	(2.247)	(2.178)	(2.109)	(13.62)	(12.96)	(13.68)	(14.66)	(12.93)	(12.38)	(1.499)	(1.483)	(1.412)	(1.320)	(1.246)	(1.172)	(0.0822)	(0.0913)	(0.0900)	(6.820)	(13.13)	(6.113)	(1.227)	(1.662)	(1.810)	(21.62)	(25.36)	(23.60)	(9.072)	(20.47)	(21.50)	(0.842)	(2.494)	(2.536)	(0.713)	(2.175)	(2.146)	(0.188)	(0.472)	(0.470)
motherage	-23.60*	-23.77*	-21.77*	-9.392***	-9.498***	-8.288***	-53.24	-56.16	-45.04	-28.63*	-29.02*	-22.43	-0.483	-0.154	0.491	0.250	0.350	0.547	-0.124	-0.116	-0.122	-22.34	-21.63	-18.01	-4.177	-4.123	-2.601	-12.88	-15.54	-1.117	-5.432	-4.583	1.416	-6.216**	-6.105**	-5.921**	0.487	0.435	0.327	-0.379	-0.363	-0.422	-14.36	-13.98	-18.94	12.24	12.01	12.61	-49.34	-64.11	-105.6	111.8***	109.6***	101.0***	-12.04**	-12.11**	-12.47***	-5.019	-4.632	-4.861	-0.431	-0.450	-0.596
	(12.95)	(12.23)	(11.49)	(3.195)	(3.161)	(3.067)	(40.91)	(39.63)	(41.21)	(16.97)	(16.90)	(16.17)	(2.443)	(2.481)	(2.523)	(1.993)	(1.992)	(2.039)	(0.358)	(0.358)	(0.373)	(16.92)	(15.72)	(15.19)	(4.597)	(4.512)	(4.358)	(50.26)	(49.25)	(49.50)	(25.57)	(25.43)	(24.68)	(2.981)	(2.960)	(2.932)	(2.457)	(2.473)	(2.465)	(0.503)	(0.492)	(0.487)	(25.01)	(25.12)	(24.15)	(8.740)	(8.817)	(8.339)	(96.84)	(97.58)	(93.22)	(37.74)	(37.37)	(36.54)	(4.834)	(4.792)	(4.583)	(3.979)	(4.004)	(3.899)	(0.947)	(0.922)	(0.927)
motheragesq	0.703	0.704	0.639	0.359***	0.363***	0.324***	2.042	2.135	1.768	1.013	1.019	0.799	0.0461	0.0340	0.00876	0.0190	0.0146	0.00709	0.000607	0.000139	0.000376	0.678	0.652	0.507	0.185	0.179	0.123	0.444	0.510	-0.0414	0.226	0.185	-0.0454	0.214*	0.210*	0.203*	-0.0305	-0.0287	-0.0239	0.00977	0.00904	0.0110	0.516	0.510	0.679	-0.419	-0.406	-0.445	1.758	2.416	3.988	-4.137***	-4.024***	-3.715***	0.454**	0.465***	0.476***	0.181	0.173	0.183	0.0136	0.0141	0.0191
	(0.477)	(0.452)	(0.424)	(0.119)	(0.118)	(0.113)	(1.477)	(1.437)	(1.487)	(0.646)	(0.642)	(0.615)	(0.0932)	(0.0942)	(0.0958)	(0.0753)	(0.0749)	(0.0762)	(0.0137)	(0.0137)	(0.0141)	(0.626)	(0.582)	(0.564)	(0.169)	(0.165)	(0.160)	(1.878)	(1.845)	(1.859)	(0.966)	(0.958)	(0.930)	(0.112)	(0.111)	(0.110)	(0.0912)	(0.0914)	(0.0912)	(0.0192)	(0.0188)	(0.0186)	(0.941)	(0.948)	(0.914)	(0.328)	(0.332)	(0.311)	(3.602)	(3.643)	(3.440)	(1.428)	(1.418)	(1.386)	(0.183)	(0.180)	(0.173)	(0.151)	(0.152)	(0.148)	(0.0341)	(0.0333)	(0.0336)
motheragecub	-0.00649	-0.00648	-0.00578	-0.00429***	-0.00434***	-0.00390***	-0.0250	-0.0261	-0.0220	-0.0115	-0.0116	-0.00915	-0.000843	-0.000693	-0.000368	-0.000544	-0.000481	-0.000382	2.53e-05	3.17e-05	2.97e-05	-0.00671	-0.00639	-0.00448	-0.00253	-0.00242	-0.00174	-0.00547	-0.00592	0.000972	-0.00299	-0.00233	0.000535	-0.00237*	-0.00233*	-0.00224*	0.000527	0.000503	0.000438	-8.29e-05	-7.16e-05	-9.34e-05	-0.00544	-0.00535	-0.00721	0.00465	0.00448	0.00504	-0.0207	-0.0305	-0.0496	0.0501***	0.0484***	0.0445***	-0.00563**	-0.00597***	-0.00604***	-0.00218	-0.00222	-0.00234	-0.000151	-0.000160	-0.000222
	(0.00571)	(0.00543)	(0.00510)	(0.00144)	(0.00143)	(0.00137)	(0.0175)	(0.0171)	(0.0177)	(0.00796)	(0.00790)	(0.00759)	(0.00116)	(0.00117)	(0.00119)	(0.000927)	(0.000919)	(0.000933)	(0.000170)	(0.000170)	(0.000174)	(0.00752)	(0.00702)	(0.00683)	(0.00202)	(0.00198)	(0.00192)	(0.0229)	(0.0225)	(0.0228)	(0.0118)	(0.0117)	(0.0114)	(0.00138)	(0.00136)	(0.00134)	(0.00110)	(0.00110)	(0.00110)	(0.000238)	(0.000234)	(0.000230)	(0.0115)	(0.0116)	(0.0112)	(0.00402)	(0.00409)	(0.00381)	(0.0436)	(0.0443)	(0.0413)	(0.0176)	(0.0176)	(0.0171)	(0.00225)	(0.00221)	(0.00213)	(0.00188)	(0.00189)	(0.00184)	(0.000402)	(0.000395)	(0.000397)
agefirstbirth	-0.0904	-0.0979	-0.0795	0.0408	0.0378	0.0296	0.202	0.109	0.0278	0.413	0.398	0.362	0.0192	0.0177	0.00465	-0.00968	-0.0124	-0.0195	-0.00571	-0.00496	-0.00525	0.358***	0.300***	0.0354	0.0857***	0.0834***	0.0412	1.158***	0.962***	0.328	0.472***	0.418**	0.158	0.0368	0.0351	0.0371	0.0366*	0.0404*	0.0488**	0.000366	0.00174	0.000755	0.0870	0.0598	-0.221	0.0167	0.00434	-0.0646	0.443	0.133	-0.935	0.567**	0.481*	0.251	-0.0302	-0.0206	-0.0163	-0.0615*	-0.0484	-0.0445	0.000897	0.000870	-0.00111
	(0.173)	(0.165)	(0.162)	(0.0392)	(0.0375)	(0.0370)	(0.481)	(0.484)	(0.482)	(0.269)	(0.262)	(0.260)	(0.0363)	(0.0358)	(0.0365)	(0.0252)	(0.0254)	(0.0258)	(0.00655)	(0.00660)	(0.00658)	(0.108)	(0.111)	(0.110)	(0.0306)	(0.0303)	(0.0302)	(0.337)	(0.351)	(0.379)	(0.182)	(0.178)	(0.173)	(0.0236)	(0.0237)	(0.0246)	(0.0207)	(0.0209)	(0.0217)	(0.00402)	(0.00396)	(0.00389)	(0.169)	(0.168)	(0.172)	(0.0540)	(0.0563)	(0.0618)	(0.553)	(0.587)	(0.580)	(0.286)	(0.286)	(0.298)	(0.0363)	(0.0370)	(0.0363)	(0.0316)	(0.0317)	(0.0322)	(0.00503)	(0.00535)	(0.00555)
miss_motherage	-254.1**	-256.8**	-232.1**	-77.45***	-78.46***	-64.46**	-461.5	-491.5	-358.2	-249.0*	-254.6*	-179.3	2.544	5.254	10.92	10.34	11.02	12.95	-2.393	-2.347	-2.330	-240.8	-235.4*	-205.1	-28.60	-28.76	-14.27	-149.8	-188.7	-57.68	-28.94	-23.20	33.42	-59.04**	-58.11**	-56.55**	4.074	3.549	2.721	-4.809	-4.657	-5.212							-523.6	-703.1	-1,085				-107.5**	-113.5***	-113.0***	-45.99	-44.55	-46.14	-5.374	-5.860	-7.538
	(115.8)	(109.1)	(102.4)	(28.49)	(28.15)	(27.58)	(375.6)	(361.9)	(378.4)	(145.7)	(145.4)	(139.2)	(21.01)	(21.45)	(21.91)	(17.45)	(17.53)	(18.14)	(3.074)	(3.077)	(3.257)	(148.8)	(138.4)	(133.3)	(40.78)	(40.20)	(38.75)	(438.9)	(429.7)	(431.7)	(219.5)	(219.2)	(213.6)	(25.69)	(25.69)	(25.62)	(21.55)	(21.83)	(21.76)	(4.261)	(4.168)	(4.148)							(893.6)	(897.5)	(857.5)				(43.44)	(43.00)	(41.18)	(35.93)	(36.52)	(35.62)	(8.856)	(8.598)	(8.631)
height		10.38**	7.923*		1.226	0.331		36.12***	26.34**		21.20***	16.08**		-1.560*	-1.457*		-0.735	-0.661		0.0142	0.0128		12.16**	7.494		0.629	-0.443		36.56**	24.01		12.29	5.729		0.560	0.688		0.147	0.343		-0.0977	-0.110		7.061	3.315		-0.162	-0.629		33.80	23.91		7.571	3.722		1.299	0.998		0.811	0.565		-0.0373	-0.0656
		(4.301)	(4.140)		(1.096)	(1.067)		(13.33)	(12.94)		(6.952)	(6.767)		(0.828)	(0.836)		(0.717)	(0.727)		(0.124)	(0.126)		(4.921)	(4.656)		(1.422)	(1.402)		(15.01)	(14.95)		(8.188)	(8.037)		(0.973)	(0.963)		(0.829)	(0.797)		(0.135)	(0.139)		(6.552)	(6.231)		(2.587)	(2.553)		(24.15)	(22.26)		(11.15)	(10.89)		(1.467)	(1.426)		(1.114)	(1.112)		(0.250)	(0.247)
daily_cig_before_preg		-0.0120	0.0346		-0.00201	0.0146		0.0677	0.244*		0.0279	0.109		-0.0170*	-0.0155*		-0.00461	-0.00501		0.000902	0.00111		-0.0472	0.0491		0.000400	0.0172		-0.185	0.0598		-0.0108	0.0922		-0.000544	0.000190		0.00572	0.00212		0.00165	0.00198		0.0130	0.0905		-0.0166	0.00250		-0.343	-0.103		-0.0774	0.00408		0.0105	0.0132		0.0185*	0.0156		-0.000543	-0.000103
		(0.0410)	(0.0435)		(0.0118)	(0.0120)		(0.141)	(0.144)		(0.0689)	(0.0722)		(0.00873)	(0.00930)		(0.00825)	(0.00887)		(0.00142)	(0.00155)		(0.0472)	(0.0497)		(0.0155)	(0.0153)		(0.156)	(0.161)		(0.0818)	(0.0827)		(0.0101)	(0.0101)		(0.00854)	(0.00847)		(0.00159)	(0.00171)		(0.0652)	(0.0670)		(0.0217)	(0.0221)		(0.239)	(0.242)		(0.106)	(0.106)		(0.0138)	(0.0139)		(0.0112)	(0.0112)		(0.00201)	(0.00206)
weekly_alcohol_b_preg		-0.0477	-0.0409		0.00194	0.00328		-0.0347	-0.000970		-0.132	-0.115		-0.0117	-0.00974		-0.00362	-0.00237		-0.00156	-0.00125		0.0319	0.0479		0.0149	0.0157		0.0210	0.0122		0.0233	0.0326		-0.0111*	-0.0107		-0.00440	-0.00508		-0.000463	-0.000274		0.0539	0.0614		-0.0120	-0.0143		-0.214	-0.250		-0.0516	-0.0688		0.00163	0.00468		0.00553	0.00731		-0.00326**	-0.00279*
		(0.0424)	(0.0406)		(0.00966)	(0.00991)		(0.115)	(0.114)		(0.0960)	(0.0919)		(0.00905)	(0.00904)		(0.00769)	(0.00761)		(0.000991)	(0.000981)		(0.0362)	(0.0340)		(0.0102)	(0.00996)		(0.110)	(0.110)		(0.0956)	(0.0871)		(0.00668)	(0.00668)		(0.00603)	(0.00596)		(0.00160)	(0.00159)		(0.0472)	(0.0443)		(0.0188)	(0.0180)		(0.204)	(0.205)		(0.150)	(0.148)		(0.0102)	(0.00996)		(0.00787)	(0.00780)		(0.00161)	(0.00157)
complications_during_preg		-0.714	-0.801		-0.105	-0.0929		0.655	0.402		-0.406	-0.606		0.295**	0.273**		0.337***	0.333***		0.0366*	0.0387**		-0.801	-0.919		-0.146	-0.154		0.0271	-0.183		-1.895*	-2.097*		0.0505	0.0199		0.222*	0.225*		0.0245	0.0232		-0.395	-0.795		0.226	0.0431		4.326	2.359		3.372*	2.552		0.131	0.179		-0.0673	-0.0530		0.0265	0.0188
		(0.598)	(0.596)		(0.155)	(0.153)		(1.855)	(1.859)		(0.919)	(0.897)		(0.118)	(0.120)		(0.101)	(0.102)		(0.0193)	(0.0197)		(0.682)	(0.656)		(0.191)	(0.190)		(2.074)	(2.044)		(1.136)	(1.124)		(0.136)	(0.136)		(0.115)	(0.116)		(0.0198)	(0.0196)		(1.118)	(1.077)		(0.367)	(0.351)		(4.014)	(3.899)		(1.779)	(1.765)		(0.218)	(0.210)		(0.171)	(0.171)		(0.0338)	(0.0319)
miss_height		14.06*	10.47		2.332	0.930		67.82***	53.48**		33.09***	25.47**		-2.735*	-2.561*		-1.074	-0.972		-0.0182	-0.0160		14.23*	7.927		0.177	-1.218		56.77**	40.03		15.70	7.560		1.180	1.292		0.426	0.712		-0.261	-0.254		9.486	5.062		-1.496	-2.087		57.29	41.50		6.450	4.100		2.638	2.198		1.234	0.677		0.0121	0.0181
		(7.208)	(7.019)		(1.939)	(1.902)		(23.12)	(22.70)		(12.33)	(11.92)		(1.415)	(1.427)		(1.233)	(1.250)		(0.212)	(0.214)		(8.429)	(8.074)		(2.419)	(2.381)		(25.59)	(25.25)		(13.99)	(13.63)		(1.646)	(1.635)		(1.402)	(1.372)		(0.222)	(0.227)		(10.86)	(10.36)		(4.228)	(4.213)		(40.14)	(36.50)		(18.44)	(17.80)		(2.467)	(2.399)		(1.840)	(1.846)		(0.410)	(0.401)
miss_daily_cig_before_preg		-7.861***	-9.385***		-0.320	-0.581		-11.87	-16.43		-1.478	-3.470		0.581	0.724		-0.0718	0.0905		0.133*	0.169**		-0.933	-0.518		3.314***	2.842**		8.002	3.114		7.771	6.650		-0.810	-0.905		-0.177	-0.260		0.244***	0.259***		-40.56***	-35.77***		1.501	0.300		-58.78	-38.02		1.254	-4.124		-8.641***	-8.427***		-4.845**	-5.349**		-0.314	-0.452
		(2.560)	(2.304)		(1.411)	(1.324)		(13.18)	(10.40)		(8.663)	(8.071)		(0.851)	(0.885)		(0.723)	(0.775)		(0.0768)	(0.0798)		(2.983)	(3.050)		(1.228)	(1.385)		(12.58)	(11.92)		(8.943)	(8.938)		(1.324)	(1.361)		(0.984)	(0.993)		(0.0908)	(0.0993)		(6.367)	(5.998)		(4.030)	(3.959)		(38.37)	(36.31)		(19.37)	(20.53)		(2.360)	(2.411)		(2.110)	(2.101)		(0.413)	(0.409)
miss_weekly_alcohol_b_preg		1.776	3.029																																									43.46***	41.96***																		
		(4.808)	(4.336)																																									(13.53)	(12.78)																		
_mother_edu1			-5.881***			-1.706***			-22.70***			-15.62***			0.377			0.101			0.0197			-5.104***			-1.322**			-6.703			-12.38***			0.724*			0.246			-0.00530			-6.487*			-2.314			-41.26***			-1.481			0.471			0.610			0.222**
			(1.584)			(0.514)			(5.175)			(3.000)			(0.360)			(0.318)			(0.0519)			(1.715)			(0.539)			(6.735)			(3.270)			(0.381)			(0.323)			(0.0487)			(3.621)			(1.514)			(15.52)			(5.453)			(0.646)			(0.578)			(0.0958)
_mother_edu2			-6.204***			-1.810***			-20.84***			-13.63***			0.600			0.415			0.0850			-3.700**			-1.146**			-7.315			-8.686**			0.506			0.334			0.0712			-6.951*			-1.234			-42.74***			-0.992			0.0482			0.372			0.255**
			(1.448)			(0.514)			(5.263)			(3.129)			(0.367)			(0.307)			(0.0607)			(1.725)			(0.582)			(6.718)			(3.463)			(0.393)			(0.325)			(0.0596)			(3.828)			(1.559)			(16.00)			(5.834)			(0.673)			(0.608)			(0.109)
_mother_edu3			-3.072***			-0.723*			-10.67***			-7.298***			0.441			0.199			0.0142			-1.939			-0.216			-0.847			-4.619			0.403			0.0974			0.0125			-3.571			-0.577			-33.16**			4.262			0.103			0.159			0.216**
			(1.162)			(0.413)			(3.982)			(2.434)			(0.298)			(0.250)			(0.0434)			(1.462)			(0.468)			(5.971)			(3.048)			(0.341)			(0.284)			(0.0452)			(3.680)			(1.436)			(14.70)			(5.229)			(0.599)			(0.550)			(0.0906)
_mother_edu4			-1.713			-1.026**			-11.37***			-8.492***			0.483*			0.221			0.0409			-0.786			-0.655			-3.097			-6.581**			0.730**			0.0604			0.0612			-2.534			-0.258			-24.49*			3.110			1.067*			0.294			0.192**
			(1.169)			(0.406)			(3.811)			(2.465)			(0.293)			(0.246)			(0.0437)			(1.492)			(0.474)			(5.826)			(3.151)			(0.341)			(0.287)			(0.0487)			(3.624)			(1.371)			(14.69)			(5.276)			(0.619)			(0.527)			(0.0842)
_mother_edu5			-1.451			-0.379			-5.476			-5.498**			0.602**			0.0597			0.0312			0.938			-0.0910			6.068			-2.576			0.659**			0.0436			0.0253			0.502			-0.0323			-15.78			6.504			0.513			0.469			0.233***
			(0.956)			(0.379)			(3.424)			(2.252)			(0.271)			(0.222)			(0.0385)			(1.330)			(0.429)			(5.443)			(2.822)			(0.306)			(0.253)			(0.0387)			(3.129)			(1.262)			(13.66)			(4.699)			(0.511)			(0.454)			(0.0789)
_mother_edu7			-4.555**			-0.895			-20.83***			-12.43***			0.806*			0.420			0.155*			-5.059**			-0.496			-8.586			-11.39***			1.345***			0.742*			-0.0522			-4.187			-0.273			-42.31**			1.009			1.113			1.093**			0.241**
			(2.208)			(0.627)			(7.513)			(3.729)			(0.464)			(0.403)			(0.0930)			(2.035)			(0.663)			(7.501)			(4.124)			(0.448)			(0.420)			(0.0540)			(4.141)			(1.455)			(17.14)			(5.779)			(0.684)			(0.536)			(0.0982)
_inc1			1.442			-0.190			-15.89			1.647			-0.0837			0.166			-0.0122			0.389			-0.318			-13.10			0.173			-0.0141			-0.182			-0.0798			-0.214			2.557			24.78*			-11.90			0.0207			0.317			-0.266**
			(3.633)			(1.331)			(12.40)			(10.10)			(0.983)			(1.000)			(0.192)			(4.407)			(1.315)			(8.888)			(7.740)			(0.763)			(0.693)			(0.0642)			(3.974)			(1.841)			(13.60)			(10.13)			(0.818)			(0.800)			(0.112)
_inc2			-0.872			-0.705*			-7.890			-4.012*			-0.434			-0.427			-0.0237			-4.019***			-0.537			-9.322**			-2.976			0.0539			0.212			-0.0241			-3.798*			-0.00428			-0.508			0.216			0.264			0.253			-0.130**
			(1.312)			(0.394)			(5.072)			(2.175)			(0.292)			(0.276)			(0.0522)			(1.337)			(0.397)			(4.221)			(2.298)			(0.279)			(0.235)			(0.0440)			(1.945)			(0.750)			(6.685)			(3.378)			(0.411)			(0.332)			(0.0645)
_inc3			-1.836			-0.411			-7.945			-1.740			-0.512*			-0.431			-0.0657			-4.591***			-0.413			-9.489**			-3.011			0.0501			0.0298			-0.0420			-1.943			-0.221			-0.742			-0.160			0.837**			0.422			-0.0451
			(1.222)			(0.398)			(5.236)			(2.229)			(0.293)			(0.271)			(0.0521)			(1.150)			(0.374)			(3.814)			(2.131)			(0.262)			(0.219)			(0.0379)			(1.909)			(0.733)			(6.409)			(3.314)			(0.396)			(0.323)			(0.0601)
_inc4			-0.818			-0.166			-0.825			-0.491			-0.0238			-0.308*			-0.0286			-2.970***			-0.309			-3.900			-1.080			0.277			-0.0992			-0.00562			-0.843			-0.0387			-1.625			1.541			0.679			0.504			-0.00870
			(0.886)			(0.242)			(2.950)			(1.470)			(0.194)			(0.163)			(0.0315)			(0.950)			(0.291)			(3.118)			(1.805)			(0.222)			(0.174)			(0.0357)			(1.788)			(0.707)			(6.805)			(3.100)			(0.421)			(0.315)			(0.0649)
_inc6			0.842			0.538**			1.932			0.262			-0.372**			-0.337**			0.00136			0.0976			0.605**			6.348**			0.546			-0.235			-0.00310			-0.00291			2.780			1.464**			17.23**			4.526			-0.448			0.208			-0.00565
			(0.683)			(0.209)			(2.277)			(1.331)			(0.167)			(0.136)			(0.0262)			(0.926)			(0.271)			(3.098)			(1.874)			(0.220)			(0.179)			(0.0350)			(2.129)			(0.723)			(7.034)			(3.690)			(0.464)			(0.354)			(0.0633)
_dob_m12	3.510	3.799*					-5.978	-4.788	-5.478																-1.040	-1.028	-1.217*	-14.52**	-13.58**	-16.35**	-8.102**	-7.947*	-8.889**										-3.642	-4.283	-6.489*	-1.640*	-1.735*	-1.389*	-17.64**	-18.66**	-16.40**	-2.329	-3.050	-2.191	0.306	-0.0434	-0.00767	0.397	-0.393	-0.429	-0.0675	0.0618	0.0496
	(2.233)	(2.216)					(6.209)	(6.128)	(5.944)																(0.678)	(0.682)	(0.683)	(6.783)	(6.783)	(6.692)	(4.081)	(4.087)	(4.073)										(3.088)	(2.812)	(3.379)	(0.864)	(0.892)	(0.805)	(7.876)	(8.339)	(7.235)	(4.910)	(4.887)	(4.495)	(0.737)	(0.487)	(0.482)	(0.565)	(0.370)	(0.369)	(0.0963)	(0.0920)	(0.0875)
_dob_y1				4.241***	4.105***	4.840***	19.62	15.05	20.68				0.695	0.888	0.831	-0.631	-0.565	-0.560	0.00270	-0.00453	0.0148				1.018	0.955	1.441	6.243	4.797	12.04	11.30*	10.80*	11.89*										-4.704	-5.481		2.376	2.607	1.988	24.56	22.59	17.64												
				(1.395)	(1.373)	(1.331)	(15.18)	(14.89)	(14.51)				(0.861)	(0.878)	(0.884)	(0.955)	(0.889)	(0.932)	(0.142)	(0.142)	(0.149)				(1.102)	(1.125)	(1.083)	(18.30)	(18.28)	(16.78)	(6.412)	(6.493)	(6.460)										(4.917)	(5.019)		(2.422)	(2.516)	(2.651)	(25.43)	(25.49)	(25.14)												
_yb8							57.14	69.08	31.12																																																						
							(97.13)	(94.65)	(102.3)																																																						
_country3																									-0.529	-0.561	-0.572				-0.0977	-0.0563	0.201	0.506*			0.440*			0.0392			1.399	0.838	9.215***	0.388	0.395	0.643	-14.80*			2.374	2.416	3.114									
																									(0.406)	(0.410)	(0.415)				(2.526)	(2.563)	(2.644)	(0.280)			(0.257)			(0.0268)			(1.943)	(1.920)	(1.990)	(0.690)	(0.694)	(0.677)	(7.569)			(3.931)	(3.909)	(3.879)									
_eth10																																											2.732	-0.393									-28.20	-33.65		-7.374***	-7.472***		-3.013	-3.688*		-0.770*	-1.003**
																																											(5.749)	(12.17)									(20.30)	(20.85)		(2.458)	(2.545)		(2.163)	(2.168)		(0.424)	(0.434)
